TransactionAmount,TransactionTime,Location,DeviceType,Age,TransactionType,MerchantRating,PreviousTransactions,CreditLimit,AccountAge,IsFraud
0.5248219226392858,0.6645924546056601,-1.1846484912073039,-1.3991415247305699,-0.6273635869713428,1.2563568539766308,-0.9793952985287622,1.5182243375615385,-0.30321822382019936,-0.8213569467516044,0
2.9611149759321425,-0.3541358813629696,-1.5884096940022023,0.42314430645690276,-0.8822889697590771,4.0620686149355585,0.3633902088658508,2.88872329840274,-3.0240357099430817,0.34461721921078303,0
3.6954439401464687,1.72770748546687,-0.48072388498478547,-0.28911412458341385,-1.3706146237633485,1.1559685205635681,-0.19258201749457646,1.575072644574659,-2.5279855016556043,0.9961935430137392,0
2.280354444243256,0.7490771324609253,-2.74868944909434,0.5823215072807468,-2.551468599845563,1.377334777259749,-0.8617820069445727,2.092248767802348,-2.2617081464927873,0.2647930947956525,0
1.8431328495915573,-0.5017715777479772,-0.11590010624844915,0.6204505264438888,-0.728438177778228,2.2511686546475893,-1.8931363145275024,4.843484333722434,-1.851503331838547,-3.2945105139212694,0
-0.8430352816505529,-1.990927454029741,-4.479153772053299,-0.2020076978119164,-0.8863655205439169,2.818151812199865,0.358954273487854,1.7925827219352046,0.44752985237577714,-1.1403160335918685,0
4.453471979639751,-2.152618025647444,-0.9841108263106007,-1.9164392959435184,1.188396772298311,4.7671207966804285,0.8121764591570737,3.2260895002413914,-2.1875046730721515,-0.046917258616219204,0
-0.1869148888251282,0.8010914580293796,-3.08100820508077,-0.4499152639962569,-1.9142369186726031,0.30255994618078064,-0.5428383781384807,0.7843570077503234,0.09584267796480517,-0.34114590814621804,0
2.2630283630164816,-1.2828670367285255,-1.6699968693916343,0.15260534737438003,-0.5350394038017472,2.551815840845619,-0.24976652301044883,3.678399513387544,-1.3583713830482975,-1.8978178508489134,0
0.4891918265978553,1.3133137787428657,-0.43730139990013195,0.8626087178903695,-0.898083319342036,-0.7279926192757922,-2.030445519158602,2.0228755134952103,0.440346485331784,-2.273674464766838,0
2.424826250887995,-1.2708854986634566,-1.7670159337082092,-0.9889892213274111,-0.7615305492409321,3.13671210886149,0.5525454380835366,3.7146306485902696,-2.019945104583536,-1.4209440791751649,0
